tweet_id,timestamp,likes,retweet_count
835574547218894849,Sat Feb 25 19:37:50 +0000 2017,16703,3312
835536468978302976,Sat Feb 25 17:06:32 +0000 2017,0,1553
835309094223372289,Sat Feb 25 02:03:02 +0000 2017,0,19247
835297930240217089,Sat Feb 25 01:18:40 +0000 2017,15481,2751
835264098648616962,Fri Feb 24 23:04:14 +0000 2017,7261,1553
835246439529840640,Fri Feb 24 21:54:03 +0000 2017,1994,63
835172783151792128,Fri Feb 24 17:01:22 +0000 2017,24641,5320
835152434251116546,Fri Feb 24 15:40:31 +0000 2017,21014,2772
834931633769889797,Fri Feb 24 01:03:08 +0000 2017,10137,1498
834786237630337024,Thu Feb 23 15:25:23 +0000 2017,20280,5127
834574053763584002,Thu Feb 23 01:22:14 +0000 2017,12850,2323
834477809192075265,Wed Feb 22 18:59:48 +0000 2017,0,9814
834458053273591808,Wed Feb 22 17:41:18 +0000 2017,9054,1556
834209720923721728,Wed Feb 22 01:14:30 +0000 2017,19312,4349
834167344700198914,Tue Feb 21 22:26:07 +0000 2017,14880,3376
834089966724603904,Tue Feb 21 17:18:39 +0000 2017,9474,1972
834086379323871233,Tue Feb 21 17:04:24 +0000 2017,12279,2047
833863086058651648,Tue Feb 21 02:17:06 +0000 2017,12663,2220
833826103416520705,Mon Feb 20 23:50:09 +0000 2017,17120,3500
833732339549220864,Mon Feb 20 17:37:34 +0000 2017,0,205
833722901757046785,Mon Feb 20 17:00:04 +0000 2017,19749,3009
833479644947025920,Mon Feb 20 00:53:27 +0000 2017,14053,1898
833124694597443584,Sun Feb 19 01:23:00 +0000 2017,19048,4463
832998151111966721,Sat Feb 18 17:00:10 +0000 2017,12474,2028
832769181346996225,Sat Feb 18 01:50:19 +0000 2017,0,38
832757312314028032,Sat Feb 18 01:03:09 +0000 2017,15899,3338
832682457690300417,Fri Feb 17 20:05:43 +0000 2017,11165,2674
832645525019123713,Fri Feb 17 17:38:57 +0000 2017,2750,485
832636094638288896,Fri Feb 17 17:01:29 +0000 2017,14954,2576
832397543355072512,Fri Feb 17 01:13:34 +0000 2017,11280,2042
832369877331693569,Thu Feb 16 23:23:38 +0000 2017,16128,2936
832273440279240704,Thu Feb 16 17:00:25 +0000 2017,10684,2154
832215909146226688,Thu Feb 16 13:11:49 +0000 2017,0,5745
832215726631055365,Thu Feb 16 13:11:05 +0000 2017,0,8615
832088576586297345,Thu Feb 16 04:45:50 +0000 2017,60,2
832040443403784192,Thu Feb 16 01:34:34 +0000 2017,0,8856
832032802820481025,Thu Feb 16 01:04:13 +0000 2017,16815,4320
831939777352105988,Wed Feb 15 18:54:34 +0000 2017,22527,5676
831926988323639298,Wed Feb 15 18:03:45 +0000 2017,319,34
831911600680497154,Wed Feb 15 17:02:36 +0000 2017,25913,6005
831670449226514432,Wed Feb 15 01:04:21 +0000 2017,9825,1693
831650051525054464,Tue Feb 14 23:43:18 +0000 2017,6703,1796
831552930092285952,Tue Feb 14 17:17:22 +0000 2017,8483,2170
831322785565769729,Tue Feb 14 02:02:51 +0000 2017,8779,1452
831315979191906304,Tue Feb 14 01:35:49 +0000 2017,6187,1041
831309418084069378,Tue Feb 14 01:09:44 +0000 2017,11117,2279
831262627380748289,Mon Feb 13 22:03:49 +0000 2017,11198,1899
830956169170665475,Mon Feb 13 01:46:03 +0000 2017,7527,1381
830583320585068544,Sun Feb 12 01:04:29 +0000 2017,62630,15465
830173239259324417,Fri Feb 10 21:54:58 +0000 2017,0,5266
830097400375152640,Fri Feb 10 16:53:37 +0000 2017,9191,2714
829878982036299777,Fri Feb 10 02:25:42 +0000 2017,0,4623
829861396166877184,Fri Feb 10 01:15:49 +0000 2017,11556,1800
829501995190984704,Thu Feb 09 01:27:41 +0000 2017,29964,9814
829449946868879360,Wed Feb 08 22:00:52 +0000 2017,9903,1866
829141528400556032,Wed Feb 08 01:35:19 +0000 2017,22966,6796
829011960981237760,Tue Feb 07 17:00:28 +0000 2017,50390,15168
828801551087042563,Tue Feb 07 03:04:22 +0000 2017,0,3176
828770345708580865,Tue Feb 07 01:00:22 +0000 2017,24158,5415
828708714936930305,Mon Feb 06 20:55:28 +0000 2017,34341,10365
828650029636317184,Mon Feb 06 17:02:17 +0000 2017,8978,1247
828409743546925057,Mon Feb 06 01:07:28 +0000 2017,6052,1088
828408677031882754,Mon Feb 06 01:03:14 +0000 2017,7272,1193
828381636999917570,Sun Feb 05 23:15:47 +0000 2017,11911,2068
828376505180889089,Sun Feb 05 22:55:23 +0000 2017,7002,997
828372645993398273,Sun Feb 05 22:40:03 +0000 2017,11899,2733
828361771580813312,Sun Feb 05 21:56:51 +0000 2017,2076,165
828046555563323392,Sun Feb 05 01:04:17 +0000 2017,11079,2666
828011680017821696,Sat Feb 04 22:45:42 +0000 2017,9796,2004
827933404142436356,Sat Feb 04 17:34:40 +0000 2017,18900,4850
827653905312006145,Fri Feb 03 23:04:02 +0000 2017,14618,2805
827600520311402496,Fri Feb 03 19:31:54 +0000 2017,7071,866
827324948884643840,Fri Feb 03 01:16:53 +0000 2017,14979,2818
827199976799354881,Thu Feb 02 17:00:17 +0000 2017,10028,2068
826958653328592898,Thu Feb 02 01:01:21 +0000 2017,20361,4623
826848821049180160,Wed Feb 01 17:44:55 +0000 2017,34121,9369
826615380357632002,Wed Feb 01 02:17:19 +0000 2017,0,3695
826598799820865537,Wed Feb 01 01:11:25 +0000 2017,4869,230
826598365270007810,Wed Feb 01 01:09:42 +0000 2017,9469,2183
826476773533745153,Tue Jan 31 17:06:32 +0000 2017,17408,3901
826240494070030336,Tue Jan 31 01:27:39 +0000 2017,12556,2425
826204788643753985,Mon Jan 30 23:05:46 +0000 2017,4607,857
826115272272650244,Mon Jan 30 17:10:04 +0000 2017,14765,2878
825876512159186944,Mon Jan 30 01:21:19 +0000 2017,9939,1740
825829644528148480,Sun Jan 29 22:15:05 +0000 2017,12048,2339
825535076884762624,Sun Jan 29 02:44:34 +0000 2017,54039,16392
825147591692263424,Sat Jan 28 01:04:51 +0000 2017,17298,4196
825120256414846976,Fri Jan 27 23:16:13 +0000 2017,0,1171
825026590719483904,Fri Jan 27 17:04:02 +0000 2017,5923,1171
824796380199809024,Fri Jan 27 01:49:15 +0000 2017,0,5114
824775126675836928,Fri Jan 27 00:24:48 +0000 2017,14098,3285
824663926340194305,Thu Jan 26 17:02:56 +0000 2017,9954,1652
824325613288833024,Wed Jan 25 18:38:36 +0000 2017,11209,9913
824297048279236611,Wed Jan 25 16:45:05 +0000 2017,14252,3580
824025158776213504,Tue Jan 24 22:44:42 +0000 2017,4585,558
823939628516474880,Tue Jan 24 17:04:50 +0000 2017,10078,2546
823719002937630720,Tue Jan 24 02:28:08 +0000 2017,0,10384
823699002998870016,Tue Jan 24 01:08:40 +0000 2017,13238,2339
823581115634085888,Mon Jan 23 17:20:14 +0000 2017,12291,2451
823333489516937216,Mon Jan 23 00:56:15 +0000 2017,663,22
823322678127919110,Mon Jan 23 00:13:17 +0000 2017,14856,3729
823269594223824897,Sun Jan 22 20:42:21 +0000 2017,0,9248
822975315408461824,Sun Jan 22 01:12:59 +0000 2017,16400,3206
822872901745569793,Sat Jan 21 18:26:02 +0000 2017,124315,40004
822859134160621569,Sat Jan 21 17:31:20 +0000 2017,12476,2116
822647212903690241,Sat Jan 21 03:29:14 +0000 2017,0,5967
822610361945911296,Sat Jan 21 01:02:48 +0000 2017,14001,2739
822489057087389700,Fri Jan 20 17:00:46 +0000 2017,17148,5967
822462944365645825,Fri Jan 20 15:17:01 +0000 2017,26360,13185
822244816520155136,Fri Jan 20 00:50:15 +0000 2017,33180,9248
822163064745328640,Thu Jan 19 19:25:24 +0000 2017,0,4403
